id,name,rot_num,line_id,price,handicap,selection,player_name,home_team,away_team
1612930327,Over,962,5159086377,5.61,0.5,Kyle Tucker (Home Runs)(must start),Kyle Tucker (Home Runs)(must start),St. Louis Cardinals,Chicago Cubs
1612930328,Under,963,5159086394,1.121,0.5,Kyle Tucker (Home Runs)(must start),Kyle Tucker (Home Runs)(must start),St. Louis Cardinals,Chicago Cubs
1612930330,Over,962,5159086402,6.84,0.5,Ian Happ (Home Runs)(must start),Ian Happ (Home Runs)(must start),St. Louis Cardinals,Chicago Cubs
1612930331,Under,963,5159086437,1.082,0.5,Ian Happ (Home Runs)(must start),Ian Happ (Home Runs)(must start),St. Louis Cardinals,Chicago Cubs
1612930333,Over,962,5159086400,5.78,0.5,Nolan Gorman (Home Runs)(must start),Nolan Gorman (Home Runs)(must start),St. Louis Cardinals,Chicago Cubs
1612930334,Under,963,5159086435,1.115,0.5,Nolan Gorman (Home Runs)(must start),Nolan Gorman (Home Runs)(must start),St. Louis Cardinals,Chicago Cubs
1612930852,Over,966,5159089633,5.97,0.5,Jesús Sánchez (Home Runs)(must start),Jesús Sánchez (Home Runs)(must start),New York Yankees,Houston Astros
1612930853,Under,967,5159089634,1.108,0.5,Jesús Sánchez (Home Runs)(must start),Jesús Sánchez (Home Runs)(must start),New York Yankees,Houston Astros
1612930992,Over,966,5159089651,3.34,0.5,Aaron Judge (Home Runs)(must start),Aaron Judge (Home Runs)(must start),New York Yankees,Houston Astros
1612930993,Under,967,5159089652,1.298,0.5,Aaron Judge (Home Runs)(must start),Aaron Judge (Home Runs)(must start),New York Yankees,Houston Astros
1612930840,Over,966,5159089625,5.69,0.5,Christian Walker (Home Runs)(must start),Christian Walker (Home Runs)(must start),New York Yankees,Houston Astros
1612930841,Under,967,5159089626,1.118,0.5,Christian Walker (Home Runs)(must start),Christian Walker (Home Runs)(must start),New York Yankees,Houston Astros
1612931432,Over,954,5159079812,6.15,0.5,Willy Adames (Home Runs)(must start),Willy Adames (Home Runs)(must start),San Francisco Giants,Washington Nationals
1612931433,Under,955,5159079842,1.102,0.5,Willy Adames (Home Runs)(must start),Willy Adames (Home Runs)(must start),San Francisco Giants,Washington Nationals
1612931494,Over,954,5159079657,7.15,0.5,James Wood (Home Runs)(must start),James Wood (Home Runs)(must start),San Francisco Giants,Washington Nationals
1612931495,Under,955,5159079658,1.075,0.5,James Wood (Home Runs)(must start),James Wood (Home Runs)(must start),San Francisco Giants,Washington Nationals
